	HB.var_c
2.10000000000000275E1	2	4.91891742504704865E9
2.10000000000000275E1	3	7.37837613757057387E9
2.10000000000000275E1	4	9.83783485009409731E9
2.10000000000000275E1	5	1.22972935626176216E10
2.10000000000000275E1	6	1.47567522751411473E10
2.10000000000000275E1	7	1.72162109876646729E10
2.10000000000000275E1	8	1.96756697001881942E10
2.10000000000000275E1	9	2.21351284127117198E10
2.10000000000000275E1	10	2.45945871252352433E10

var_c	harmindex	freq[189, ::]
2.11000000000000298E1	0	0.00000000000000000E0
2.11000000000000298E1	1	2.45942405901637295E9
2.11000000000000298E1	2	4.91884811803274591E9
2.11000000000000298E1	3	7.37827217704911753E9
2.11000000000000298E1	4	9.83769623606549182E9
2.11000000000000298E1	5	1.22971202950818648E10
2.11000000000000298E1	6	1.47565443540982355E10
2.11000000000000298E1	7	1.72159684131146129E10
2.11000000000000298E1	8	1.96753924721309836E10
2.11000000000000298E1	9	2.21348165311473455E10
2.11000000000000298E1	10	2.45942405901637295E10

var_c	harmindex	freq[190, ::]
2.12000000000000322E1	0	0.00000000000000000E0
2.12000000000000322E1	1	2.45938972898869812E9
2.12000000000000322E1	2	4.91877945797739624E9
2.12000000000000322E1	3	7.37816918696609303E9
2.12000000000000322E1	4	9.83755891595479248E9
2.12000000000000322E1	5	1.22969486449434906E10
2.12000000000000322E1	6	1.47563383739321852E10
2.12000000000000322E1	7	1.72157281029208842E10
2.12000000000000322E1	8	1.96751178319095854E10
2.12000000000000322E1	9	2.21345075608982800E10
2.12000000000000322E1	10	2.45938972898869812E10

var_c	harmindex	freq[191, ::]
2.13000000000000345E1	0	0.00000000000000000E0
2.13000000000000345E1	1	2.45935571793219676E9
2.13000000000000345E1	2	4.91871143586439352E9
2.13000000000000345E1	3	7.37806715379659117E9
2.13000000000000345E1	4	9.83742287172878704E9
2.13000000000000345E1	5	1.22967785896609838E10
2.13000000000000345E1	6	1.47561343075931828E10
2.13000000000000345E1	7	1.72154900255253840E10
2.13000000000000345E1	8	1.96748457434575741E10
2.13000000000000345E1	9	2.21342014613897708E10
2.13000000000000345E1	10	2.45935571793219676E10

var_c	harmindex	freq[192, ::]
2.14000000000000323E1	0	0.00000000000000000E0
2.14000000000000323E1	1	2.45932202142195910E9
2.14000000000000323E1	2	4.91864404284391821E9
2.14000000000000323E1	3	7.37796606426587953E9
2.14000000000000323E1	4	9.83728808568783641E9
2.14000000000000323E1	5	1.22966101071097955E10
2.14000000000000323E1	6	1.47559321285317591E10
2.14000000000000323E1	7	1.72152541499537159E10
2.14000000000000323E1	8	1.96745761713756728E10
2.14000000000000323E1	9	2.21338981927976386E10
2.14000000000000323E1	10	2.45932202142195910E10

var_c	harmindex	freq[193, ::]
2.15000000000000346E1	0	0.00000000000000000E0
2.15000000000000346E1	1	2.45928863511456486E9
2.15000000000000346E1	2	4.91857727022912972E9
2.15000000000000346E1	3	7.37786590534369147E9
2.15000000000000346E1	4	9.83715454045825943E9
2.15000000000000346E1	5	1.22964431755728243E10
2.15000000000000346E1	6	1.47557318106873825E10
2.15000000000000346E1	7	1.72150204458019518E10
2.15000000000000346E1	8	1.96743090809165189E10
2.15000000000000346E1	9	2.21335977160310815E10
2.15000000000000346E1	10	2.45928863511456486E10

var_c	harmindex	freq[194, ::]
2.16000000000000369E1	0	0.00000000000000000E0
2.16000000000000369E1	1	2.45925555474616964E9
2.16000000000000369E1	2	4.91851110949233927E9
2.16000000000000369E1	3	7.37776666423850891E9
2.16000000000000369E1	4	9.83702221898467855E9
2.16000000000000369E1	5	1.22962777737308460E10
2.16000000000000369E1	6	1.47555333284770174E10
2.16000000000000369E1	7	1.72147888832231866E10
2.16000000000000369E1	8	1.96740444379693580E10
2.16000000000000369E1	9	2.21332999927155250E10
2.16000000000000369E1	10	2.45925555474616919E10

var_c	harmindex	freq[195, ::]
2.17000000000000393E1	0	0.00000000000000000E0
2.17000000000000393E1	1	2.45922277613072193E9
2.17000000000000393E1	2	4.91844555226144386E9
2.17000000000000393E1	3	7.37766832839216402E9
2.17000000000000393E1	4	9.83689110452288773E9
2.17000000000000393E1	5	1.22961138806536097E10
2.17000000000000393E1	6	1.47553366567843280E10
2.17000000000000393E1	7	1.72145594329150553E10
2.17000000000000393E1	8	1.96737822090457759E10
2.17000000000000393E1	9	2.21330049851764965E10
2.17000000000000393E1	10	2.45922277613072193E10

var_c	harmindex	freq[196, ::]
2.18000000000000416E1	0	0.00000000000000000E0
2.18000000000000416E1	1	2.45919029515820364E9
2.18000000000000416E1	2	4.91838059031640729E9
2.18000000000000416E1	3	7.37757088547460960E9
2.18000000000000416E1	4	9.83676118063281457E9
2.18000000000000416E1	5	1.22959514757910182E10
2.18000000000000416E1	6	1.47551417709492183E10
2.18000000000000416E1	7	1.72143320661074251E10
2.18000000000000416E1	8	1.96735223612656296E10
2.18000000000000416E1	9	2.21327126564238252E10
2.18000000000000416E1	10	2.45919029515820364E10

var_c	harmindex	freq[197, ::]
2.19000000000000394E1	0	0.00000000000000000E0
2.19000000000000394E1	1	2.45915810779288169E9
2.19000000000000394E1	2	4.91831621558576337E9
2.19000000000000394E1	3	7.37747432337864506E9
2.19000000000000394E1	4	9.83663243117152675E9
2.19000000000000394E1	5	1.22957905389644084E10
2.19000000000000394E1	6	1.47549486467572910E10
2.19000000000000394E1	7	1.72141067545501802E10
2.19000000000000394E1	8	1.96732648623430539E10
2.19000000000000394E1	9	2.21324229701359343E10
2.19000000000000394E1	10	2.45915810779288169E10

var_c	harmindex	freq[198, ::]
2.20000000000000417E1	0	0.00000000000000000E0
2.20000000000000417E1	1	2.45912621007167242E9
2.20000000000000417E1	2	4.91825242014334485E9
2.20000000000000417E1	3	7.37737863021501727E9
2.20000000000000417E1	4	9.83650484028668970E9
2.20000000000000417E1	5	1.22956310503583621E10
2.20000000000000417E1	6	1.47547572604300337E10
2.20000000000000417E1	7	1.72138834705017096E10
2.20000000000000417E1	8	1.96730096805733790E10
2.20000000000000417E1	9	2.21321358906450616E10
2.20000000000000417E1	10	2.45912621007167242E10

var_c	harmindex	freq[199, ::]
2.21000000000000441E1	0	0.00000000000000000E0
2.21000000000000441E1	1	2.45909459810247366E9
2.21000000000000441E1	2	4.91818919620494732E9
2.21000000000000441E1	3	7.37728379430742098E9
2.21000000000000441E1	4	9.83637839240989464E9
2.21000000000000441E1	5	1.22954729905123683E10
2.21000000000000441E1	6	1.47545675886148420E10
2.21000000000000441E1	7	1.72136621867173223E10
2.21000000000000441E1	8	1.96727567848197893E10
2.21000000000000441E1	9	2.21318513829222585E10
2.21000000000000441E1	10	2.45909459810247366E10

var_c	harmindex	freq[200, ::]
2.21999999999999975E1	0	0.00000000000000000E0
2.21999999999999975E1	1	2.45906326806263520E9
2.21999999999999975E1	2	4.91812653612527040E9
2.21999999999999975E1	3	7.37718980418790515E9
2.21999999999999975E1	4	9.83625307225054080E9
2.21999999999999975E1	5	1.22953163403131760E10
2.21999999999999975E1	6	1.47543796083758094E10
2.21999999999999975E1	7	1.72134428764384451E10
2.21999999999999975E1	8	1.96725061445010807E10
2.21999999999999975E1	9	2.21315694125637119E10
2.21999999999999975E1	10	2.45906326806263520E10


